Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,DateBirth,RemoteWork
35,No,Unknown,1343.0,16,1,Medical,"856,0",16,F,53.0,2,1, Research Scientist ,1,Unknown,2559.0,17852,1,Unknown,11,"3,0",4,0,"6,0",3,2,6,1,1,1988,no
33,No,Unknown,827.0,1,4,Unknown,"998,0",3,F,84.0,4,2, Healthcare Representative ,2,Married,5488.0,20161,1,Yes,13,"3,0",1,1,Unknown,2,3,6,1,2,1990,yes
29,No,Unknown,1107.0,28,4,Life Sciences,"1120,0",3,F,93.0,3,1, Research Scientist ,4,Divorced,2514.0,26968,4,No,22,"4,0",1,1,"11,0",1,3,7,1,7,1994,no
29,No,travel_frequently,490.0,10,3,Unknown,"1143,0",4,F,61.0,3,1, Research Scientist ,2,Divorced,6463.923076923077,17940,0,No,14,"3,0",4,2,"8,0",2,2,7,1,1,1994,yes
31,No,travel_rarely,1332.0,11,2,Unknown,"1251,0",3,M,80.0,3,2, Healthcare Representative ,1,Married,6463.923076923077,17089,1,Yes,12,Unknown,4,0,"6,0",2,2,6,0,1,1992,no
47,No,travel_rarely,465.0,1,3,Unknown,"1438,0",1,M,74.0,3,1, Research Scientist ,4,Unknown,3420.0,10205,7,No,12,"3,0",3,1,"17,0",2,2,6,1,2,1976,yes
32,No,Unknown,1200.0,1,4,Unknown,"1574,0",4,M,65.96954813359528,3,2, Research Scientist ,1,Married,4087.0,25174,4,Unknown,14,"3,0",2,1,"9,0",3,2,6,1,2,1991,yes
32,No,Unknown,977.0,2,3,Medical,"1671,0",4,M,45.0,3,2, Research Scientist ,2,Divorced,6463.923076923077,25518,0,No,13,"3,0",3,2,"10,0",4,2,9,1,6,1991,yes
29,No,travel_rarely,1328.0,2,3,Life Sciences,"94,0",3,M,76.0,3,1, Research Scientist ,2,Married,6463.923076923077,4956,0,No,23,"4,0",4,1,Unknown,3,3,5,0,4,1994,no
56,No,Unknown,803.129648241206,13,3,Unknown,"112,0",4,M,65.96954813359528,1,3, Manufacturing Director ,4,Unknown,6463.923076923077,21698,4,No,11,"3,0",1,0,"37,0",3,2,6,0,2,1967,yes
28,No,Unknown,120.0,4,3,Medical,"129,0",2,M,43.0,3,2, Sales Executive ,3,Unknown,4221.0,8863,1,Unknown,15,"3,0",2,0,"5,0",3,4,5,0,4,1995,yes
25,Yes,travel_rarely,240.0,5,3,Unknown,"142,0",3,M,46.0,2,2, Sales Executive ,3,Single,6463.923076923077,26959,1,Yes,11,"3,0",4,0,Unknown,1,3,6,0,3,1998,yes
56,Yes,Unknown,441.0,14,4,Life Sciences,"161,0",2,F,72.0,3,1, Research Scientist ,2,Unknown,4963.0,4510,9,Unknown,18,"3,0",1,3,"7,0",2,3,5,4,3,1967,yes
26,No,Unknown,841.0,6,3,Unknown,"164,0",3,F,46.0,2,1, Research Scientist ,2,Married,6463.923076923077,23300,1,Unknown,19,"3,0",3,0,"5,0",3,2,5,4,3,1997,no
32,Yes,Unknown,1033.0,9,3,Medical,"190,0",1,F,41.0,3,1, Laboratory Technician ,1,Unknown,4200.0,10224,7,No,22,"4,0",1,0,Unknown,2,4,5,0,4,1991,no
30,No,travel_rarely,803.129648241206,18,3,Life Sciences,"194,0",1,F,75.0,3,1, Research Scientist ,3,Single,6463.923076923077,23910,1,No,14,"3,0",3,0,Unknown,4,2,5,0,4,1993,yes
50,No,travel_rarely,1452.0,11,3,Unknown,"226,0",3,F,53.0,3,5, Manager ,2,Unknown,6463.923076923077,17053,3,Unknown,15,"3,0",2,0,Unknown,5,3,5,4,4,1973,no
32,No,Unknown,120.0,6,5,Life Sciences,"231,0",3,M,43.0,3,1, Research Scientist ,3,Unknown,6463.923076923077,12430,3,No,20,"4,0",1,0,"8,0",2,3,5,1,4,1991,no
45,No,travel_rarely,1268.0,4,2,Unknown,"240,0",3,F,30.0,3,2, Sales Executive ,1,Unknown,5006.0,6319,4,Unknown,11,"3,0",1,1,"9,0",3,4,5,0,3,1978,no
43,No,Unknown,803.129648241206,7,3,Unknown,"262,0",4,M,37.0,4,1, Research Scientist ,4,Divorced,6463.923076923077,5228,4,No,14,"3,0",4,3,"7,0",3,4,5,2,2,1980,yes
29,Yes,Unknown,121.0,27,3,Marketing,"283,0",2,F,35.0,3,3, Sales Executive ,4,Married,7639.0,24525,1,Unknown,22,"4,0",4,3,"10,0",3,2,10,1,9,1994,yes
31,No,non-travel,803.129648241206,1,4,Medical,"308,0",3,M,90.0,1,2, Manufacturing Director ,3,Unknown,6463.923076923077,4381,0,Unknown,12,"3,0",4,1,"6,0",2,3,5,1,4,1992,yes
33,Yes,Unknown,813.0,14,3,Unknown,"325,0",3,M,58.0,3,1, Laboratory Technician ,4,Married,6463.923076923077,22149,5,Yes,13,"3,0",3,1,"8,0",2,1,5,0,4,1990,no
31,Yes,Unknown,307.0,29,2,Unknown,"355,0",3,M,71.0,2,1, Laboratory Technician ,2,Unknown,6463.923076923077,11652,0,No,11,"3,0",2,0,Unknown,2,4,5,1,4,1992,yes
37,No,Unknown,228.0,6,4,Unknown,"378,0",3,M,65.96954813359528,3,2, Sales Executive ,4,Unknown,6502.0,22825,4,No,14,"3,0",2,1,Unknown,5,4,5,0,1,1986,yes
27,No,non-travel,210.0,1,1,Marketing,"449,0",3,M,73.0,3,2, Sales Executive ,2,Unknown,6349.0,22107,0,Yes,13,"3,0",4,1,Unknown,0,3,5,1,4,1996,yes
41,No,travel_rarely,483.0,6,3,Unknown,"466,0",4,M,65.96954813359528,2,2, Manufacturing Director ,2,Single,6463.923076923077,10110,6,Yes,15,"3,0",4,0,Unknown,3,3,5,1,2,1982,yes
37,No,travel_rarely,921.0,10,3,Medical,"486,0",3,F,98.0,3,1, Laboratory Technician ,1,Unknown,6463.923076923077,17663,6,No,20,"4,0",2,1,Unknown,3,3,5,0,3,1986,yes
40,Yes,Unknown,575.0,22,2,Unknown,"492,0",22,M,68.0,2,2, Sales Executive ,3,Unknown,6380.0,6110,2,Yes,12,"3,0",1,2,"8,0",6,3,6,1,0,1983,yes
55,No,Unknown,1311.0,2,3,Unknown,"505,0",3,F,97.0,3,4, Manager ,4,Single,6463.923076923077,23258,2,Yes,13,"3,0",3,0,Unknown,2,3,5,1,2,1968,no
26,Yes,travel_frequently,575.0,3,1,Unknown,"510,0",3,M,73.0,3,1, Research Scientist ,1,Unknown,3102.0,6582,0,Unknown,22,"4,0",3,0,Unknown,2,3,6,0,4,1997,yes
25,No,Unknown,891.0,4,2,Unknown,"527,0",2,F,99.0,2,2, Sales Executive ,4,Single,6463.923076923077,12090,1,Yes,11,"3,0",2,0,"5,0",3,3,5,1,3,1998,no
42,No,travel_frequently,532.0,12,2,Unknown,"547,0",1,F,92.0,3,2, Research Scientist ,3,Unknown,4556.0,12932,2,No,11,"3,0",2,1,"19,0",3,3,5,0,2,1981,no
30,No,travel_rarely,317.0,2,3,Life Sciences,"548,0",3,F,43.0,1,2, Manufacturing Director ,4,Unknown,6463.923076923077,24793,2,No,20,"4,0",3,0,"11,0",2,3,5,0,2,1993,yes
35,No,travel_rarely,144.0,22,3,Life Sciences,"577,0",4,M,46.0,1,1, Laboratory Technician ,3,Single,4230.0,19225,0,No,15,"3,0",3,0,Unknown,2,3,5,4,3,1988,no
32,No,travel_rarely,646.0,9,4,Unknown,"679,0",1,F,92.0,3,2, Research Scientist ,4,Married,6322.0,18089,1,Unknown,12,"3,0",4,1,"6,0",2,3,6,0,5,1991,no
47,Yes,Unknown,719.0,27,2,Life Sciences,"785,0",2,F,77.0,4,2, Sales Executive ,3,Unknown,6463.923076923077,10339,4,Yes,12,"3,0",4,0,"8,0",2,3,5,1,3,1976,no
30,No,travel_frequently,1012.0,5,4,Life Sciences,"861,0",2,M,65.96954813359528,2,1, Research Scientist ,4,Divorced,6463.923076923077,2373,9,No,12,"3,0",2,1,"10,0",3,2,5,0,3,1993,yes
45,No,Unknown,930.0,9,3,Marketing,"864,0",4,M,74.0,3,3, Sales Executive ,1,Divorced,10761.0,19239,4,Yes,12,"3,0",3,1,"18,0",2,3,5,0,2,1978,no
36,No,travel_rarely,1278.0,8,3,Life Sciences,"878,0",1,M,77.0,2,1, Human Resources ,1,Unknown,6463.923076923077,8635,0,Unknown,21,"4,0",3,0,Unknown,3,3,5,0,3,1987,yes
31,No,Unknown,1222.0,11,4,Unknown,"895,0",4,M,48.0,3,1, Research Scientist ,4,Unknown,6463.923076923077,14871,3,Unknown,19,"3,0",2,1,Unknown,2,3,6,0,2,1992,yes
37,No,travel_frequently,1231.0,21,2,Medical,"900,0",3,F,54.0,3,1, Sales Representative ,4,Married,2973.0,21222,5,Unknown,15,"3,0",2,1,Unknown,3,3,5,0,0,1986,no
42,No,Unknown,462.0,14,2,Unknown,"936,0",3,F,68.0,2,2, Sales Executive ,3,Unknown,6463.923076923077,7824,7,Unknown,17,"3,0",1,0,Unknown,6,3,5,0,3,1981,yes
50,No,Unknown,803.129648241206,1,2,Medical,"997,0",4,M,66.0,3,4, Research Director ,4,Divorced,17399.0,6615,9,No,22,Unknown,3,1,"32,0",1,2,5,1,3,1973,yes
59,No,travel_rarely,1089.0,1,2,Unknown,"1048,0",2,M,66.0,3,3, Manager ,4,Unknown,6463.923076923077,11038,3,Yes,14,"3,0",3,1,"14,0",1,1,6,0,4,1964,yes
56,No,Unknown,1240.0,9,3,Medical,"1071,0",1,F,63.0,3,1, Research Scientist ,3,Married,6463.923076923077,12154,2,No,19,"3,0",2,1,"18,0",4,3,5,0,3,1967,no
48,No,Unknown,1262.0,1,4,Unknown,"1116,0",1,M,35.0,4,4, Manager ,4,Single,16885.0,16154,2,No,22,Unknown,3,0,Unknown,3,2,5,2,1,1975,yes
39,No,Unknown,439.0,9,3,Life Sciences,"1132,0",3,M,70.0,3,2, Laboratory Technician ,2,Single,6463.923076923077,8770,9,No,15,"3,0",3,0,"9,0",2,2,5,0,3,1984,no
42,No,travel_rarely,647.0,4,4,Marketing,"1171,0",2,M,45.0,3,2, Sales Executive ,1,Single,5155.0,2253,7,No,13,"3,0",4,0,Unknown,3,3,6,1,5,1981,no
44,Yes,Unknown,1097.0,10,4,Unknown,"1200,0",3,M,96.0,3,1, Research Scientist ,3,Single,2936.0,10826,1,Yes,11,"3,0",3,0,"6,0",4,3,6,0,2,1979,no
29,No,travel_rarely,942.0,15,1,Unknown,"1202,0",2,F,69.0,1,1, Research Scientist ,4,Married,6463.923076923077,26933,0,Yes,18,Unknown,1,1,"6,0",2,2,5,1,3,1994,no
54,No,travel_frequently,966.0,1,4,Unknown,"1245,0",4,F,53.0,3,3, Manufacturing Director ,3,Unknown,6463.923076923077,9659,7,No,17,"3,0",1,1,"33,0",2,1,5,1,4,1969,no
46,No,Unknown,168.0,4,2,Unknown,"1280,0",4,F,33.0,2,5, Manager ,2,Married,18789.0,9946,2,Unknown,14,"3,0",3,1,Unknown,2,3,11,0,8,1977,yes
32,Yes,travel_rarely,1089.0,7,2,Life Sciences,"1309,0",4,M,79.0,3,2, Laboratory Technician ,3,Unknown,4883.0,22845,1,Unknown,18,"3,0",1,1,Unknown,3,3,10,1,1,1991,yes
34,No,non-travel,999.0,26,1,Unknown,"1374,0",1,F,92.0,2,1, Research Scientist ,3,Divorced,2029.0,15891,1,No,20,"4,0",3,3,"5,0",2,3,5,0,0,1989,yes
39,No,travel_rarely,1498.0,21,4,Unknown,"1390,0",1,M,44.0,2,2, Sales Executive ,4,Married,6463.923076923077,3567,3,Unknown,12,"3,0",4,2,"8,0",2,4,5,1,4,1984,no
33,No,Unknown,1111.0,41,1,Life Sciences,"1395,0",41,M,61.0,3,2, Sales Executive ,4,Married,6463.923076923077,19293,6,Unknown,13,"3,0",1,0,"8,0",2,4,5,1,2,1990,yes
39,No,non-travel,1485.0,25,2,Unknown,"1397,0",3,M,71.0,3,3, Healthcare Representative ,3,Unknown,6463.923076923077,3449,3,No,21,"4,0",2,1,"13,0",2,3,6,0,5,1984,no
52,No,travel_rarely,258.0,8,4,Other,"1409,0",3,F,54.0,3,1, Laboratory Technician ,1,Married,6463.923076923077,17363,9,No,13,Unknown,3,0,"12,0",2,1,5,0,4,1971,yes
36,No,Unknown,1174.0,3,4,Unknown,"1425,0",1,F,99.0,3,2, Sales Executive ,2,Single,9278.0,20763,3,Yes,16,"3,0",4,0,"15,0",3,3,5,0,1,1987,yes
36,No,Unknown,172.0,47,4,Life Sciences,"1435,0",47,M,65.96954813359528,2,2, Laboratory Technician ,4,Single,6463.923076923077,22604,1,Unknown,16,"3,0",3,0,"10,0",2,2,10,1,8,1987,yes
24,No,travel_rarely,803.129648241206,4,1,Unknown,"1445,0",4,F,42.0,3,2, Sales Executive ,3,Married,4162.0,15211,1,Yes,12,"3,0",3,2,Unknown,3,3,5,0,3,1999,yes
28,No,Unknown,866.0,5,3,Unknown,"1469,0",4,M,65.96954813359528,3,2, Sales Executive ,1,Single,6463.923076923077,23490,0,Unknown,18,"3,0",4,0,Unknown,4,3,5,1,3,1995,yes
47,No,travel_rarely,571.0,14,3,Medical,"1503,0",3,F,65.96954813359528,3,2, Sales Executive ,3,Married,6463.923076923077,24200,3,Unknown,17,"3,0",3,1,Unknown,4,2,5,1,2,1976,yes
40,Yes,Unknown,676.0,9,4,Life Sciences,"1534,0",4,M,86.0,3,1, Laboratory Technician ,1,Single,6463.923076923077,21831,3,Unknown,14,"3,0",2,0,"15,0",3,1,5,1,0,1983,no
45,No,travel_rarely,950.0,49,3,Technical Degree,"1546,0",49,M,97.0,3,1, Research Scientist ,4,Married,6463.923076923077,4585,4,No,20,"4,0",4,1,Unknown,3,3,5,0,3,1978,yes
40,No,travel_rarely,1342.0,9,2,Unknown,"1548,0",1,M,47.0,3,2, Sales Executive ,1,Unknown,6463.923076923077,19345,0,Unknown,12,"3,0",4,0,Unknown,5,4,8,7,1,1983,yes
40,No,Unknown,118.0,14,2,Life Sciences,"1598,0",4,F,84.0,3,2, Sales Executive ,1,Married,6463.923076923077,11262,1,No,15,"3,0",3,1,"5,0",2,3,5,1,2,1983,yes
43,No,Unknown,990.0,27,3,Unknown,"1599,0",4,M,87.0,4,1, Laboratory Technician ,2,Divorced,4876.0,5855,5,Unknown,12,"3,0",3,1,Unknown,0,3,6,0,2,1980,no
30,No,Unknown,241.0,7,3,Unknown,"1609,0",2,M,48.0,2,1, Research Scientist ,2,Unknown,2141.0,5348,1,No,12,"3,0",2,1,"6,0",3,2,6,1,1,1993,yes
38,No,Unknown,803.129648241206,2,2,Unknown,"1638,0",4,F,54.0,2,3, Manufacturing Director ,3,Unknown,7756.0,14199,3,Unknown,19,"3,0",4,1,"10,0",6,4,5,0,2,1985,yes
37,No,travel_rarely,1470.0,10,3,Unknown,"1640,0",2,F,71.0,3,1, Research Scientist ,2,Married,3936.0,9953,1,Unknown,11,"3,0",1,1,"8,0",2,1,8,7,7,1986,no
36,No,travel_rarely,1040.0,11,2,Life Sciences,"1664,0",11,M,79.0,4,2, Healthcare Representative ,1,Divorced,6842.0,26308,6,No,20,"4,0",1,1,"13,0",3,3,5,0,4,1987,yes
23,Yes,travel_rarely,1320.0,8,1,Medical,"1684,0",4,M,93.0,2,1, Laboratory Technician ,3,Single,3989.0,20586,1,Unknown,11,Unknown,1,0,"5,0",2,3,5,1,2,2000,yes
35,No,Unknown,146.0,2,4,Unknown,"1704,0",1,M,79.0,2,1, Research Scientist ,4,Unknown,4930.0,13970,0,Yes,14,"3,0",3,0,"6,0",2,4,5,1,4,1988,yes
31,No,travel_frequently,163.0,24,1,Technical Degree,"1736,0",4,F,30.0,3,2, Manufacturing Director ,4,Single,6463.923076923077,6670,2,Unknown,20,"4,0",4,0,"9,0",3,2,5,1,4,1992,yes
38,No,travel_rarely,1153.0,6,2,Other,"1782,0",4,F,40.0,2,1, Laboratory Technician ,3,Married,3702.0,16376,1,No,11,"3,0",2,1,"5,0",3,3,5,0,4,1985,yes
35,No,Unknown,185.0,23,4,Medical,"1826,0",2,M,91.0,1,1, Laboratory Technician ,3,Married,2705.0,9696,0,Unknown,16,Unknown,2,1,"6,0",2,4,5,0,3,1988,yes
27,No,travel_frequently,1297.0,48,2,Unknown,"1850,0",48,F,65.96954813359528,3,1, Laboratory Technician ,4,Single,2379.0,19826,0,Yes,14,"3,0",3,0,"6,0",3,2,5,0,2,1996,yes
41,No,Unknown,337.0,8,3,Unknown,"1909,0",3,F,54.0,3,2, Sales Executive ,2,Unknown,6463.923076923077,26841,5,No,21,"4,0",3,1,"14,0",3,3,5,1,4,1982,yes
33,No,travel_rarely,217.0,15,4,Marketing,"1924,0",2,M,43.0,3,2, Sales Executive ,3,Single,5487.0,10410,1,No,14,"3,0",2,0,Unknown,2,2,10,0,9,1990,no
49,No,Unknown,1064.0,2,1,Life Sciences,"1941,0",2,M,42.0,3,5, Research Director ,4,Married,6463.923076923077,13738,3,No,15,"3,0",4,0,"28,0",3,3,5,4,3,1974,no
36,No,non-travel,1351.0,9,4,Unknown,"1949,0",1,M,66.0,4,1, Laboratory Technician ,2,Unknown,2810.0,9238,1,No,22,"4,0",2,0,"5,0",3,3,5,0,2,1987,yes
36,Yes,travel_rarely,1218.0,9,4,Life Sciences,"27,0",3,M,82.0,2,1, Sales Representative ,1,Single,6463.923076923077,6986,7,No,23,"4,0",2,0,Unknown,4,3,5,0,3,1987,no
43,No,travel_rarely,1273.0,2,2,Medical,"46,0",4,F,72.0,4,1, Research Scientist ,3,Unknown,6463.923076923077,21923,1,No,12,"3,0",4,2,"6,0",3,2,5,1,4,1980,no
33,No,travel_frequently,1141.0,18,3,Life Sciences,"52,0",18,F,42.0,4,2, Sales Executive ,1,Married,6463.923076923077,3193,2,No,19,Unknown,1,2,Unknown,3,3,5,1,3,1990,no
44,No,Unknown,1488.0,1,5,Marketing,"68,0",2,F,75.0,3,2, Sales Executive ,1,Unknown,5454.0,4009,5,Unknown,21,"4,0",3,1,"9,0",2,2,4,1,3,1979,no
38,No,Unknown,653.0,29,5,Life Sciences,"79,0",4,F,50.0,3,2, Laboratory Technician ,4,Single,6463.923076923077,5456,1,No,11,"3,0",4,0,"10,0",2,3,10,9,9,1985,yes
50,No,Unknown,989.0,7,2,Medical,"80,0",2,F,43.0,2,5, Research Director ,3,Divorced,18740.0,16701,5,Unknown,12,Unknown,4,1,Unknown,2,2,27,13,8,1973,no
59,No,travel_frequently,1225.0,1,1,Unknown,"91,0",1,F,57.0,2,2, Sales Executive ,3,Single,5473.0,24668,7,No,11,Unknown,4,0,"20,0",2,2,4,1,3,1964,no
40,No,travel_frequently,530.0,1,4,Life Sciences,"119,0",3,M,78.0,2,4, Healthcare Representative ,2,Married,13503.0,14115,1,No,22,"4,0",4,1,"22,0",3,2,22,11,11,1983,no
54,No,travel_rarely,1217.0,2,4,Technical Degree,"126,0",1,F,60.0,3,3, Research Director ,3,Unknown,13549.0,24001,9,No,12,"3,0",1,1,"16,0",5,1,4,0,3,1969,no
54,No,non-travel,142.0,26,3,Unknown,"148,0",4,F,65.96954813359528,4,4, Manager ,4,Single,6463.923076923077,13871,2,Unknown,12,Unknown,3,0,Unknown,3,3,5,4,4,1969,yes
24,No,Unknown,1127.0,18,1,Life Sciences,"150,0",2,M,52.0,3,1, Laboratory Technician ,3,Married,2774.0,13257,0,No,12,"3,0",3,1,Unknown,2,3,5,1,2,1999,yes
30,No,travel_rarely,1427.0,2,1,Unknown,"198,0",2,M,35.0,2,1, Laboratory Technician ,4,Single,6463.923076923077,11162,0,No,13,"3,0",4,0,"6,0",3,3,5,1,2,1993,yes
34,No,travel_frequently,303.0,10,4,Unknown,"216,0",10,F,75.0,3,1, Sales Representative ,3,Unknown,6463.923076923077,11314,6,No,18,"3,0",4,1,Unknown,3,3,4,1,2,1989,no
38,No,travel_rarely,702.0,1,4,Life Sciences,"230,0",1,F,65.96954813359528,2,2, Sales Executive ,4,Single,6463.923076923077,12930,4,Unknown,22,Unknown,3,0,"12,0",2,4,8,0,7,1985,no
42,No,Unknown,926.0,21,2,Unknown,"270,0",3,F,36.0,3,2, Manufacturing Director ,3,Divorced,5265.0,16439,2,Unknown,16,"3,0",2,1,"11,0",5,3,5,0,2,1981,no
34,No,Unknown,878.0,10,4,Unknown,"277,0",4,M,43.0,3,1, Research Scientist ,3,Divorced,3815.0,5972,1,Yes,17,"3,0",4,1,Unknown,4,4,5,2,0,1989,yes
30,Yes,Unknown,334.0,26,4,Unknown,"299,0",3,F,52.0,2,2, Sales Executive ,1,Unknown,6463.923076923077,22967,5,Unknown,15,"3,0",3,0,"9,0",5,2,6,0,1,1993,yes
29,Yes,travel_rarely,896.0,13,1,Medical,"315,0",13,M,86.0,2,1, Research Scientist ,4,Single,2389.0,14961,1,Unknown,13,"3,0",3,0,"4,0",3,3,4,0,1,1994,yes
32,No,Unknown,1401.0,4,2,Unknown,"330,0",3,F,56.0,3,1, Sales Representative ,2,Married,6463.923076923077,20990,2,No,11,Unknown,1,1,Unknown,5,3,4,1,2,1991,no
25,No,Unknown,675.0,5,2,Life Sciences,"369,0",2,M,85.0,4,2, Healthcare Representative ,1,Unknown,4000.0,18384,1,No,12,"3,0",4,2,"6,0",2,3,6,1,5,1998,yes
53,No,Unknown,1070.0,3,4,Unknown,"386,0",3,M,45.0,3,4, Research Director ,3,Married,17584.0,21016,3,Yes,16,"3,0",4,3,"21,0",5,2,5,1,3,1970,yes
26,No,Unknown,496.0,11,2,Medical,"390,0",1,M,60.0,3,2, Healthcare Representative ,1,Married,6463.923076923077,22722,1,Unknown,13,"3,0",3,1,"5,0",3,3,5,3,3,1997,yes
28,No,travel_rarely,1476.0,16,2,Medical,"412,0",2,M,68.0,4,2, Healthcare Representative ,1,Single,5661.0,4824,0,Unknown,19,"3,0",3,0,"9,0",2,3,8,0,7,1995,yes
58,No,Unknown,390.0,1,4,Life Sciences,"422,0",4,M,32.0,1,2, Healthcare Representative ,3,Divorced,6463.923076923077,17056,2,Yes,13,"3,0",4,1,Unknown,2,3,5,1,2,1965,yes
27,No,travel_rarely,1220.0,5,3,Unknown,"434,0",3,F,85.0,3,1, Research Scientist ,2,Single,6463.923076923077,20938,1,Unknown,12,"3,0",2,0,"4,0",2,3,4,1,2,1996,yes
54,No,travel_frequently,928.0,20,4,Life Sciences,"450,0",4,F,31.0,3,2, Research Scientist ,3,Unknown,4869.0,16885,3,Unknown,12,Unknown,4,0,"20,0",4,2,4,0,3,1969,no
29,No,non-travel,746.0,2,3,Life Sciences,"469,0",4,M,61.0,3,2, Sales Executive ,3,Unknown,4649.0,16928,1,Unknown,14,Unknown,1,1,Unknown,3,2,4,0,2,1994,yes
50,No,travel_rarely,1046.0,10,3,Unknown,"491,0",4,M,100.0,2,3, Healthcare Representative ,4,Unknown,10496.0,2755,6,No,15,"3,0",4,0,"20,0",2,3,4,1,3,1973,no
24,Yes,travel_rarely,1448.0,1,1,Technical Degree,"554,0",1,F,62.0,3,1, Sales Representative ,2,Single,6463.923076923077,21972,1,Yes,16,"3,0",2,0,"6,0",4,3,5,1,4,1999,yes
34,No,Unknown,1303.0,2,4,Unknown,"579,0",4,M,62.0,2,1, Research Scientist ,3,Unknown,2768.0,8416,3,Unknown,12,"3,0",3,1,"14,0",3,3,7,5,7,1989,yes
36,No,non-travel,635.0,30,4,Medical,"592,0",2,M,32.0,3,3, Sales Executive ,4,Single,6463.923076923077,15318,1,Unknown,14,"3,0",4,0,Unknown,3,2,10,9,7,1987,yes
41,No,non-travel,267.0,10,2,Unknown,"599,0",4,M,65.96954813359528,3,2, Sales Executive ,4,Single,6463.923076923077,13430,7,No,14,"3,0",4,0,Unknown,3,3,14,1,10,1982,yes
26,No,travel_rarely,703.0,28,2,Marketing,"641,0",1,M,66.0,3,2, Sales Executive ,2,Married,6463.923076923077,7428,1,Unknown,20,"4,0",4,2,Unknown,5,4,5,1,4,1997,yes
27,No,Unknown,798.0,6,4,Unknown,"655,0",1,F,66.0,2,1, Research Scientist ,3,Divorced,2187.0,5013,0,No,12,"3,0",3,2,"6,0",5,2,5,0,3,1996,yes
27,Yes,travel_rarely,1420.0,2,1,Marketing,"667,0",3,M,85.0,3,1, Sales Representative ,1,Divorced,6463.923076923077,16346,0,No,11,"3,0",2,1,"5,0",3,3,4,0,2,1996,yes
23,No,travel_rarely,650.0,49,1,Unknown,"758,0",2,M,37.0,3,1, Laboratory Technician ,1,Unknown,6463.923076923077,4344,1,No,14,"3,0",4,1,"5,0",2,4,4,0,2,2000,yes
39,No,travel_rarely,141.0,24,3,Unknown,"760,0",3,F,44.0,4,2, Human Resources ,2,Unknown,6463.923076923077,18767,9,Unknown,15,"3,0",3,1,Unknown,3,1,8,3,6,1984,no
52,No,non-travel,715.0,19,4,Medical,"791,0",4,M,41.0,3,1, Research Scientist ,4,Unknown,4258.0,26589,0,No,18,"3,0",1,1,Unknown,3,3,4,1,2,1971,yes
26,Yes,Unknown,803.129648241206,8,3,Unknown,"796,0",4,M,65.96954813359528,2,2, Sales Executive ,1,Single,5326.0,3064,6,No,17,"3,0",3,0,Unknown,2,2,4,1,2,1997,yes
54,No,Unknown,376.0,19,4,Unknown,"799,0",4,F,65.96954813359528,3,2, Manufacturing Director ,1,Divorced,5485.0,22670,9,Yes,11,Unknown,2,2,Unknown,4,3,5,1,4,1969,yes
50,No,travel_rarely,691.0,2,3,Unknown,"815,0",3,M,64.0,3,4, Research Director ,3,Unknown,17639.0,6881,5,Unknown,16,"3,0",4,0,Unknown,3,3,4,0,3,1973,no
42,No,Unknown,932.0,1,2,Life Sciences,"827,0",4,F,43.0,2,2, Manufacturing Director ,4,Married,6062.0,4051,9,Unknown,13,"3,0",4,1,"8,0",4,3,4,0,2,1981,no
32,No,Unknown,638.0,8,2,Unknown,"865,0",3,F,91.0,4,2, Research Scientist ,3,Married,6463.923076923077,22162,5,Unknown,12,"3,0",3,1,"9,0",3,2,5,1,3,1991,yes
42,No,Unknown,1265.0,3,3,Unknown,"894,0",3,F,95.0,4,2, Laboratory Technician ,4,Married,6463.923076923077,23726,2,Yes,13,"3,0",2,1,"17,0",1,2,5,1,3,1981,yes
38,No,non-travel,152.0,10,3,Unknown,"983,0",3,F,85.0,3,2, Sales Executive ,4,Unknown,5666.0,19899,1,Yes,13,"3,0",2,0,"6,0",1,3,5,1,3,1985,yes
45,No,travel_rarely,974.0,1,4,Unknown,"996,0",4,F,91.0,3,1, Laboratory Technician ,4,Divorced,6463.923076923077,11005,3,No,14,Unknown,4,2,"8,0",2,3,5,0,2,1978,no
31,No,travel_frequently,853.0,1,1,Unknown,"1011,0",3,F,65.96954813359528,3,2, Manufacturing Director ,1,Unknown,6463.923076923077,11275,1,No,12,"3,0",3,1,"4,0",1,3,4,0,3,1992,no
22,No,Unknown,217.0,8,1,Life Sciences,"1019,0",2,M,94.0,1,1, Laboratory Technician ,1,Unknown,6463.923076923077,6881,1,Unknown,15,"3,0",1,1,"4,0",3,2,4,1,1,2001,yes
59,No,travel_rarely,715.0,2,3,Unknown,"1032,0",3,F,69.0,2,4, Manufacturing Director ,4,Unknown,13726.0,21829,3,Unknown,13,"3,0",1,0,Unknown,4,3,5,4,3,1964,no
45,No,Unknown,1234.0,11,2,Unknown,"1045,0",4,F,90.0,3,4, Manager ,4,Married,6463.923076923077,5404,3,No,13,"3,0",2,1,"26,0",4,4,9,1,1,1978,no
